ds,yhat,yhat_lower,yhat_upper
2025-03-30 22:05:16.649247,15.657475227422427,6.526581412688716,24.213617888718485
2025-03-30 22:20:16.649247,15.462498873968553,6.812825880121429,23.95633449515749
2025-03-30 22:35:16.649247,15.356857343369853,6.735867070538421,23.788529779030828
2025-03-30 22:50:16.649247,15.33117625677922,6.453832538441523,23.631729102860177
2025-03-30 23:05:16.649247,15.375347369513662,6.8702288545493895,23.92142242750613
2025-03-30 23:20:16.649247,15.478521979362135,6.514816507655997,23.800128511441727
2025-03-30 23:35:16.649247,15.629127341546084,6.899615388770197,23.47730545998648
2025-03-30 23:50:16.649247,15.814935476061493,7.470205443153169,24.328475344465165
2025-03-31 00:05:16.649247,16.023209649075564,7.432567626770826,24.50426937104057
2025-03-31 00:20:16.649247,16.24094686820135,7.874892114792069,24.544052731664376
2025-03-31 00:35:16.649247,16.4552254582824,7.633364160608489,24.817777448122378
2025-03-31 00:50:16.649247,16.653655928484028,7.943376448711611,25.618340083520682
2025-03-31 01:05:16.649247,16.82492178448204,8.442711720174486,25.627891851990157
2025-03-31 01:20:16.649247,16.959385631279957,8.261618594949061,25.26832495490901
2025-03-31 01:35:16.649247,17.049725827007943,7.531645488327018,25.377745370457006
2025-03-31 01:50:16.649247,17.091560978226006,8.641448786984606,26.142685340730882
2025-03-31 02:05:16.649247,17.084014490910246,8.18056123707589,25.69290330024751
2025-03-31 02:20:16.649247,17.030169763593477,8.489103791958973,26.08855864310085
2025-03-31 02:35:16.649247,16.93736876627964,8.09147628820919,25.81929406886378
2025-03-31 02:50:16.649247,16.81731274578019,8.213397783002975,24.625907747931734
2025-03-31 03:05:16.649247,16.685933390978562,7.935492011503438,25.098180950811084
2025-03-31 03:20:16.649247,16.563015488634367,7.410921692156503,25.602191023048672
2025-03-31 03:35:16.649247,16.471567136985136,7.628069709431166,25.224582073588536
2025-03-31 03:50:16.649247,16.436950013566182,8.450635568638102,25.04500177711792
2025-03-31 04:05:16.649247,16.4857989079011,7.865168875793882,25.038443277665447
2025-03-31 04:20:16.649247,16.644775615709317,7.7260813696084165,25.068556986832576
2025-03-31 04:35:16.649247,16.939216150638448,8.137411987334925,25.798829166995976
2025-03-31 04:50:16.649247,17.39174107057871,8.949124351335618,25.985108587943042
2025-03-31 05:05:16.649247,18.020905635426946,9.128845183306769,27.028940371214684
2025-03-31 05:20:16.649247,18.839968882727966,10.08822384618822,27.00086756318011
2025-03-31 05:35:16.649247,19.855858170532677,11.374301857057556,28.600756169652875
2025-03-31 05:50:16.649247,21.06839825665884,11.937970350019919,29.80678494828711
2025-03-31 06:05:16.649247,22.469861855923554,14.877665773011644,31.646337468734156
2025-03-31 06:20:16.649247,24.044882419715965,15.24046683392838,32.69685108209067
2025-03-31 06:35:16.649247,25.77075055739455,16.61670660581446,34.32032542188372
2025-03-31 06:50:16.649247,27.618094124765786,19.730227495854635,36.57103506599426
2025-03-31 07:05:16.649247,29.551919851874914,20.890112086223333,38.49142738499245
2025-03-31 07:20:16.649247,31.532972851384955,23.01416462181128,40.36180720167828
2025-03-31 07:35:16.649247,33.51935075334001,24.64616670461264,41.50714113673174
2025-03-31 07:50:16.649247,35.46829282711733,27.288185834612996,43.7149344392097
2025-03-31 08:05:16.649247,37.33805240760469,28.460761498433293,45.5129713723966
2025-03-31 08:20:16.649247,39.08975399275276,30.615367268697025,47.23949227633162
2025-03-31 08:35:16.649247,40.68913511235286,32.271874928071604,49.90894992492456
2025-03-31 08:50:16.649247,42.10807766102469,33.531954094795275,50.229098648771206
2025-03-31 09:05:16.649247,43.322855191406624,34.68702755579769,51.95638844985545
2025-03-31 09:20:16.649247,44.32396853534415,36.08147045373717,53.08701458564511
2025-03-31 09:35:16.649247,45.10763553704081,36.80412207436138,54.389644118299564
2025-03-31 09:50:16.649247,45.678791742552214,37.0012666442873,53.56346543962356
2025-03-31 10:05:16.649247,46.05065724427402,36.67439435992804,54.74894338264441
2025-03-31 10:20:16.649247,46.243880282396205,38.03086602324579,55.273349516476195
2025-03-31 10:35:16.649247,46.285303550155874,37.57388577883097,55.321008626804925
2025-03-31 10:50:16.649247,46.20642034776628,37.54135382419495,54.95738331126779
2025-03-31 11:05:16.649247,46.041605073494864,37.9747279539577,54.778397598456515
2025-03-31 11:20:16.649247,45.82621501189503,37.148557041060435,54.0008339973842
2025-03-31 11:35:16.649247,45.59466721659592,36.84817788754126,54.28733142141718
2025-03-31 11:50:16.649247,45.37859510545403,36.33728745295263,53.63571494208924
2025-03-31 12:05:16.649247,45.20518416380483,35.551935723785036,54.06612886660361
2025-03-31 12:20:16.649247,45.09577521262632,36.912219607273016,53.78679043332834
2025-03-31 12:35:16.649247,45.0648077554482,36.7805067089879,54.23373978668764
2025-03-31 12:50:16.649247,45.11915593967515,36.67151461375719,53.50041474395597
2025-03-31 13:05:16.649247,45.25788690246697,36.859902943548484,53.954122717265854
2025-03-31 13:20:16.649247,45.4724470971924,36.609311470627816,54.24959428948118
2025-03-31 13:35:16.649247,45.74725808001227,37.01559386212201,54.45525281750662
2025-03-31 13:50:16.649247,46.060680615674336,37.19999012867466,54.614758113661566
2025-03-31 14:05:16.649247,46.386286167345425,37.57995449133791,55.03023395343477
2025-03-31 14:20:16.649247,46.690766740335235,37.643620240816176,54.829092474766334
2025-03-31 14:35:16.649247,46.94635662830529,38.736059000829485,56.15842481178176
2025-03-31 14:50:16.649247,47.12175005862191,38.9235100618961,56.00004349651439
2025-03-31 15:05:16.649247,47.187344001684764,39.00409760199661,55.908873870749886
2025-03-31 15:20:16.649247,47.11675693551725,38.481075247908514,55.964781800042
2025-03-31 15:35:16.649247,46.888138400255464,39.00066931321885,55.80048046974414
2025-03-31 15:50:16.649247,46.485206600241796,37.82421891455157,54.82375823035015
2025-03-31 16:05:16.649247,45.897969190552516,37.03022495857288,54.568628452574266
2025-03-31 16:20:16.649247,45.123102246070154,36.69786584371423,54.15084445271443
2025-03-31 16:35:16.649247,44.16398299829031,35.23414703991294,52.913149781609484
2025-03-31 16:50:16.649247,43.03039188568665,34.365740843304195,51.203117765399746
2025-03-31 17:05:16.649247,41.73791761982868,32.747411643483396,50.06085092572189
2025-03-31 17:20:16.649247,40.307114215398016,31.965161275585498,49.203510090426285
2025-03-31 17:35:16.649247,38.76247046403382,30.44174067212548,46.7971793791579
2025-03-31 17:50:16.649247,37.131259491380206,28.737102771706397,45.75864344355752
2025-03-31 18:05:16.649247,35.442338663890986,26.85759476845159,44.11062814460256
2025-03-31 18:20:16.649247,33.724968140578476,25.683601164741297,42.16753195896871
2025-03-31 18:35:16.649247,32.00771019160428,23.214388180479553,41.14198574866166
2025-03-31 18:50:16.649247,30.317461631476114,21.088159274133925,38.74169522800154
2025-03-31 19:05:16.649247,28.678659199126002,19.84848444655935,36.68045026382904
2025-03-31 19:20:16.649247,27.11268336081511,18.955691374198242,36.210301636933615
2025-03-31 19:35:16.649247,25.637471048641036,16.53947220669504,33.699571376431685
2025-03-31 19:50:16.649247,24.267333198766003,15.936229879612819,32.447769989078736
2025-03-31 20:05:16.649247,23.01295976821399,13.986765826018935,31.89720202262947
2025-03-31 20:20:16.649247,21.881583937770202,13.416124003334776,30.082900810473788
2025-03-31 20:35:16.649247,20.877269317530185,12.540577371092276,28.85942040528995
2025-03-31 20:50:16.649247,20.001279351442708,11.058615052696817,28.546204287804073
2025-03-31 21:05:16.649247,19.252487171494142,10.005398113349191,27.74071488968169
2025-03-31 21:20:16.649247,18.627786626600113,9.99363240220657,26.920162285743658
2025-03-31 21:35:16.649247,18.12247080197195,9.683968489546158,27.024248468836056
2025-03-31 21:50:16.649247,17.730552449697228,8.697342707229614,26.039646420994718
2025-03-31 22:05:16.649247,17.445010591949895,8.658335887727631,26.250561481937044
2025-03-31 22:20:16.649247,17.257958241245078,8.706857448877603,25.917739847138993
2025-03-31 22:35:16.649247,17.16073677381991,8.488435846267501,25.780659044497458
2025-03-31 22:50:16.649247,17.143952067297782,9.03315648686184,25.80847569393981
2025-03-31 23:05:16.649247,17.1974752531807,8.746510069955661,25.936901308158504
2025-03-31 23:20:16.649247,17.31043614961681,9.03044892105372,25.937870893553686
2025-03-31 23:35:16.649247,17.471239706093797,9.268573076091801,25.74222886733445
2025-03-31 23:50:16.649247,17.667634836405618,9.434951534047435,26.42260271926477
2025-04-01 00:05:16.649247,17.886860929513045,9.707438268731197,26.61601235644757
2025-04-01 00:20:16.649247,18.11589037438341,9.772439255598703,27.169400022630075
2025-04-01 00:35:16.649247,18.341776165324887,10.624748888672949,27.47077828759566
2025-04-01 00:50:16.649247,18.552102799668113,9.874341403432021,26.80924633341645
2025-04-01 01:05:16.649247,18.735527122155275,9.703902214889503,26.92210942481349
2025-04-01 01:20:16.649247,18.882384457225626,9.581469515071669,27.445818000388776
2025-04-01 01:35:16.649247,18.98532529726599,9.642790333887739,28.05968327825202
2025-04-01 01:50:16.649247,19.039939830234253,10.262535716478572,28.188441766980404
2025-04-01 02:05:16.649247,19.045322524079175,10.007689688000383,27.76164702908661
2025-04-01 02:20:16.649247,19.004527353633907,10.3253560108437,28.124448701803146
2025-04-01 02:35:16.649247,18.92486641395473,10.164823617415406,27.863394930256703
2025-04-01 02:50:16.649247,18.81801066003134,10.166248323712846,27.31875135112469
2025-04-01 03:05:16.649247,18.699861107705757,10.152043775307744,28.110874439762117
2025-04-01 03:20:16.649247,18.590171523962276,10.227068726607495,27.492160833745505
2025-04-01 03:35:16.649247,18.511918678596487,10.513891051101826,26.689290757176227
2025-04-01 03:50:16.649247,18.490432643774504,9.724176397623895,27.201629314771115
2025-04-01 04:05:16.649247,18.552316366787792,9.221370029139395,27.04001530613212
2025-04-01 04:20:16.649247,18.724199599583507,9.97280337506163,27.624106181280304
2025-04-01 04:35:16.649247,19.031386146748222,10.230809373403654,26.87093367242801
2025-04-01 04:50:16.649247,19.496464228736283,11.343652688319024,27.781326287330042
2025-04-01 05:05:16.649247,20.137956676701045,11.888038199746235,28.70806506455851
2025-04-01 05:20:16.649247,20.969090045152498,12.793294907654573,29.649230199757632
2025-04-01 05:35:16.649247,21.996759191557842,13.260619678790931,30.344725408362066
2025-04-01 05:50:16.649247,23.220756392691456,14.550617766266564,31.198133391687254
2025-04-01 06:05:16.649247,24.633321939883384,15.645318232193791,34.47201608444713
2025-04-01 06:20:16.649247,26.21905695276835,17.839595457409427,34.766922334281915
2025-04-01 06:35:16.649247,27.95521984093129,18.769430776684743,36.41381781576901
2025-04-01 06:50:16.649247,29.812406426858285,20.579434374473358,39.01311563740362
2025-04-01 07:05:16.649247,31.755591611400668,22.639315558977724,40.813619711705975
2025-04-01 07:20:16.649247,33.74548891745346,25.54844862345889,42.80499427134413
2025-04-01 07:35:16.649247,35.740164663491534,27.764462141989874,44.447527587349086
2025-04-01 07:50:16.649247,37.69682711652951,29.161117066119186,46.49071325922724
2025-04-01 08:05:16.649247,39.57369895872904,30.080019859479542,48.214934151296006
2025-04-01 08:20:16.649247,41.331874418063826,32.98021307017484,49.83856444436156
2025-04-01 08:35:16.649247,42.93706117305413,34.137400478530424,51.46989363928519
2025-04-01 08:50:16.649247,44.36111171745376,35.40282765087582,53.20942652263066
2025-04-01 09:05:16.649247,45.58325910724861,37.38550762595871,54.30370505600496
2025-04-01 09:20:16.649247,46.59098736619573,38.12111839289128,55.37404578574295
2025-04-01 09:35:16.649247,47.38048650005646,38.539333443165255,55.94748745852524
2025-04-01 09:50:16.649247,47.95666480232172,39.440094034007096,56.28188886446359
2025-04-01 10:05:16.649247,48.332715731717,39.493575004869065,57.430884815899326
2025-04-01 10:20:16.649247,48.529261543847156,39.95896434647307,57.64758687401976
2025-04-01 10:35:16.649247,48.57311962968883,40.20516807606668,57.10521141745635
2025-04-01 10:50:16.649247,48.49575869750528,40.012263793632286,56.58973871635838
